ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal,BestPosition
64,66,61,65,65,64,CAM
52,62,72,59,66,61,LM
58,59,70,27,69,63,GK
68,53,66,29,64,53,ST
64,50,74,19,68,70,ST
53,55,66,63,64,70,CDM
66,60,51,24,66,74,RM
30,45,63,64,40,75,CB
60,63,66,38,70,60,LM
31,42,51,65,48,65,CB
42,51,76,61,64,61,LB
31,47,71,65,46,66,CB
63,55,63,35,66,67,GK
58,69,54,60,67,60,CM
58,59,86,28,66,57,LM
56,68,69,31,72,60,LM
45,41,60,66,44,72,CB
50,60,70,60,66,66,LB
65,54,79,28,69,52,ST
67,64,63,45,63,65,GK
64,62,69,24,68,66,GK
35,47,65,67,40,60,CB
64,49,83,35,61,78,ST
57,60,79,46,68,63,RW
53,63,67,62,60,68,LB
49,63,72,60,72,68,CAM
29,50,60,62,39,73,CB
62,56,80,22,68,62,LW
69,47,44,29,58,76,ST
61,61,64,44,68,65,GK
48,53,60,65,52,73,CB
45,65,55,58,67,72,CM
60,58,90,41,68,63,LM
36,49,62,64,44,73,CB
55,58,70,66,66,63,CDM
47,57,73,59,67,58,LB
62,54,75,37,61,76,ST
45,58,85,56,67,67,RM
47,56,72,62,61,66,RB
55,63,60,63,63,53,CM
40,59,76,63,53,67,RB
62,57,65,29,67,63,GK
64,61,66,37,65,64,GK
61,65,74,62,60,70,CDM
59,62,77,35,69,47,CAM
63,50,76,35,59,74,ST
24,41,73,65,48,72,CB
57,55,85,54,64,66,LWB
58,58,89,29,67,64,RM
62,62,66,44,66,63,GK
58,61,67,59,65,63,CM
57,64,74,60,69,60,LM
64,67,68,61,64,70,LM
64,56,60,39,60,75,ST
43,57,66,64,60,64,CDM
55,61,70,67,64,62,CB
28,49,61,64,57,62,RB
38,52,48,64,46,75,CB
46,53,74,62,61,68,LB
68,62,76,33,68,68,LM
41,50,55,63,55,80,CB
42,57,75,61,62,64,LB
58,58,76,57,68,74,LM
50,55,65,61,58,74,CDM
44,48,51,65,45,76,CB
49,49,87,61,64,72,LB
56,59,82,40,75,58,RM
53,55,76,58,61,64,LWB
58,63,73,47,62,73,RM
66,53,67,28,63,68,ST
57,59,73,62,62,68,LB
62,62,66,25,67,61,GK
62,63,62,27,69,62,GK
30,50,76,63,53,51,RB
35,40,50,63,49,76,CB
50,61,87,56,63,66,RB
61,60,72,27,68,61,RM
63,67,67,56,65,64,GK
27,42,36,66,40,74,CB
66,51,49,32,60,78,ST
59,56,78,54,69,72,RWB
49,61,67,63,65,72,CM
44,55,75,61,59,69,CDM
54,59,71,58,66,70,RB
55,60,85,49,66,67,RM
57,51,65,63,62,61,LB
49,58,42,63,60,72,CDM
61,56,84,29,71,54,CAM
63,59,67,23,66,65,GK
38,52,44,64,53,70,CB
55,63,64,62,66,71,CM
51,53,43,63,56,69,CDM
36,55,64,61,63,69,LWB
62,63,57,54,64,72,CM
67,52,76,33,65,51,ST
49,60,71,60,63,70,LB
64,67,66,44,65,66,GK
62,52,72,31,62,68,ST
62,62,59,41,63,71,GK
60,65,67,55,68,54,CAM
33,44,53,67,43,68,CB
63,58,69,26,68,61,GK
63,62,61,38,65,65,GK
62,58,60,62,59,81,CM
52,57,81,59,62,69,RB
43,56,57,61,61,72,CDM
66,46,69,19,61,70,ST
28,44,64,65,43,65,CB
64,62,67,64,63,76,CDM
58,68,74,47,65,61,LM
51,60,76,60,62,65,RB
60,65,78,57,67,58,LM
32,42,70,66,42,74,CB
65,64,70,48,66,68,CAM
65,57,86,34,63,74,ST
62,55,89,28,68,58,ST
64,65,65,33,63,66,GK
66,46,75,25,62,75,ST
59,61,74,42,70,47,CAM
65,52,54,38,62,71,ST
64,64,64,45,65,65,GK
65,65,67,35,68,64,GK
50,62,68,63,65,66,CDM
66,69,65,33,63,67,GK
58,72,70,22,63,68,GK
56,62,70,60,66,61,LB
45,56,75,60,61,63,LB
65,62,64,28,65,67,GK
41,56,74,60,62,70,LWB
59,62,68,28,66,58,CAM
65,63,66,29,71,59,CAM
65,46,80,21,63,51,ST
65,55,84,27,69,56,ST
49,57,79,59,66,67,RB
55,62,63,61,67,66,CM
35,53,73,61,55,69,RB
43,44,64,66,52,68,CB
56,61,59,62,63,74,CM
36,54,52,64,50,70,CB
40,58,61,66,51,73,CB
46,63,67,61,68,61,LB
59,63,69,42,67,67,CAM
27,43,51,65,46,70,CB
60,45,88,33,67,66,ST
65,55,41,31,56,73,ST
65,53,70,35,64,77,ST
43,49,52,63,53,77,CB
57,48,33,63,44,85,CB
49,58,88,40,65,52,RM
54,67,60,50,61,61,CM
51,53,78,61,54,68,LB
55,62,72,60,66,73,CM
31,51,74,58,64,64,RB
58,62,68,50,63,61,LM
57,60,73,52,67,70,RM
40,55,75,61,63,62,RB
40,57,64,64,60,69,CDM
61,61,79,47,65,74,RW
25,50,60,66,43,68,CB
36,56,71,64,62,68,CB
40,53,42,64,48,78,CB
63,62,64,52,66,53,CM
35,52,66,64,56,65,CB
69,52,65,35,61,54,ST
56,65,66,36,66,57,CAM
33,50,80,60,65,57,RB
56,61,67,65,65,68,CDM
32,44,70,65,58,72,CB
62,57,79,30,71,43,RM
28,43,65,65,46,72,CB
53,59,73,61,52,69,LB
53,59,55,54,63,66,CM
49,62,61,62,65,71,CDM
61,65,67,34,68,55,CAM
34,54,32,63,47,80,CB
61,60,80,59,64,65,RB
51,55,80,55,66,71,LB
57,55,81,48,67,66,RM
61,68,57,45,66,61,CAM
30,53,72,62,61,70,LB
52,50,83,58,69,62,LB
46,59,81,57,62,70,LB
46,55,75,58,62,73,RB
63,65,65,38,65,67,GK
65,63,73,41,65,55,LM
46,61,61,65,58,67,CB
63,66,72,57,66,75,RM
55,63,59,65,66,71,CDM
63,64,65,29,67,65,GK
51,61,65,61,65,67,CDM
64,55,78,28,61,63,ST
62,64,83,40,67,45,RM
52,57,81,61,65,67,RM
58,58,74,31,69,54,LM
37,53,54,64,57,75,CB
59,60,67,29,69,64,GK
58,59,69,30,67,59,GK
65,62,69,44,68,59,CAM
65,62,64,19,73,62,GK
63,65,67,36,69,52,RM
50,59,75,37,69,45,LM
66,55,73,33,65,68,ST
68,48,67,29,63,59,ST
63,45,77,21,63,59,ST
55,58,76,58,62,71,LWB
67,49,73,40,64,65,ST
59,52,81,32,67,71,ST
53,64,65,56,71,49,CAM
55,60,70,57,67,64,LWB
51,57,60,62,60,73,CB
33,58,59,64,60,69,CDM
64,59,75,40,64,70,ST
64,50,73,33,62,75,ST
37,60,66,64,62,72,CB
66,54,72,24,74,45,RM
61,65,67,57,68,63,GK
44,53,46,65,57,71,CB
38,59,71,59,54,64,LB
40,51,65,65,54,72,RB
64,54,82,33,67,66,ST
64,43,80,21,65,62,ST
57,62,78,24,70,41,CAM
64,56,83,29,69,53,ST
26,39,63,65,58,75,CB
59,62,76,59,66,63,LM
64,63,67,38,65,58,CAM
65,57,73,20,71,62,ST
38,55,76,61,65,66,LB
63,61,74,37,66,57,CAM
42,50,77,58,58,60,RB
45,58,72,59,63,69,LB
63,60,65,27,64,64,GK
51,60,74,35,67,45,RM
62,69,67,48,67,62,GK
66,63,64,33,63,72,ST
45,55,86,57,63,73,RB
62,59,61,45,68,64,GK
60,52,91,42,67,63,RM
60,60,52,62,65,77,CM
58,62,70,58,66,70,LB
64,66,66,40,68,63,GK
60,59,77,36,64,63,RM
61,59,73,63,67,71,LWB
63,60,70,44,59,67,ST
35,46,31,65,41,75,CB
62,63,65,46,66,64,GK
46,59,71,59,73,64,LM
44,60,64,60,65,67,CDM
39,51,60,64,52,75,CB
25,43,52,64,47,72,CB
69,60,66,44,67,46,CAM
62,66,67,33,67,61,RM
69,43,65,25,55,71,ST
35,48,55,64,53,70,CB
63,61,82,32,69,52,RM
65,54,80,27,70,53,ST
40,54,65,65,58,71,CB
44,56,67,64,60,67,CDM
61,53,67,29,65,61,ST
56,64,72,62,64,68,CM
45,59,67,61,61,67,CDM
47,57,75,63,60,72,CDM
37,47,53,62,50,76,CB
54,60,72,64,67,64,CDM
57,60,37,66,56,68,CDM
49,56,54,63,56,76,CDM
37,59,81,59,61,71,LB
29,46,50,66,51,72,CB
39,54,71,59,66,52,LB
44,43,40,64,45,73,CB
58,61,79,35,67,57,LM
45,55,65,63,62,71,LB
39,52,72,63,60,72,LB
43,58,64,60,59,69,RWB
61,54,83,28,69,46,LM
62,60,71,60,69,63,RM
51,60,85,53,66,71,LM
29,51,57,64,53,72,CB
53,66,67,45,69,53,CAM
60,62,81,54,64,56,LM
35,54,83,60,64,63,LB
64,64,80,24,72,54,RW
59,65,73,49,71,50,CAM
67,48,55,28,61,66,ST
66,64,65,27,67,66,GK
45,56,65,64,56,76,LB
59,63,58,62,64,74,CM
56,55,87,27,69,40,RM
45,60,56,64,62,71,RB
61,59,75,37,70,43,CAM
27,58,74,61,62,58,LB
62,67,59,57,67,64,CM
61,63,69,28,63,66,GK
60,61,61,34,69,64,GK
33,44,72,64,56,72,CB
64,56,41,35,55,63,ST
64,47,61,25,61,65,ST
66,61,63,30,64,66,ST
57,60,73,31,69,61,LM
43,52,59,65,54,66,CB
31,48,53,66,56,69,CB
59,64,58,50,63,69,CAM
35,50,69,62,66,60,LB
25,45,62,64,48,72,CB
64,64,65,38,66,63,GK
64,64,66,30,67,63,GK
37,53,67,61,58,64,LB
27,56,74,61,56,67,LB
66,55,71,37,65,64,ST
61,61,48,58,66,76,CM
40,49,70,64,61,64,RB
49,65,68,62,53,72,CB
54,60,64,64,63,61,CDM
40,58,65,63,60,67,CDM
48,56,71,61,61,62,LB
60,61,77,49,65,60,CAM
56,65,71,58,63,72,LWB
56,62,74,46,68,62,CAM
33,56,69,64,53,70,CB
46,54,85,57,64,71,RWB
38,56,82,57,57,71,RWB
68,42,52,28,57,74,ST
56,66,65,53,71,62,RM
60,53,88,28,67,57,RM
68,49,66,21,61,66,ST
43,54,52,66,48,71,CB
46,51,76,59,63,72,LWB
62,61,78,49,66,60,LM
52,55,85,58,68,68,RB
65,57,87,39,73,48,RW
52,58,82,51,66,59,RM
65,52,55,37,57,76,ST
52,59,86,57,62,69,RM
65,54,76,19,66,54,ST
64,61,69,28,70,55,CAM
29,46,62,66,56,55,RB
29,53,65,64,55,75,CB
62,58,77,38,67,69,LW
40,56,76,59,62,69,LB
31,53,79,62,61,72,CB
56,58,81,33,71,52,CAM
61,65,64,16,67,62,GK
28,37,54,64,39,73,CB
60,66,33,62,63,63,CM
55,58,70,62,60,70,RB
31,54,66,65,58,64,CB
67,51,55,19,69,59,ST
54,59,66,61,63,66,RB
63,56,73,43,61,80,ST
48,56,57,64,62,71,CDM
50,56,72,61,61,61,RB
57,60,68,30,69,51,LW
52,63,70,64,64,67,LM
34,38,65,67,48,71,CB
66,46,53,37,59,79,ST
60,63,76,24,66,53,RM
58,56,82,35,68,63,LM
56,66,63,59,64,60,CM
49,55,72,61,61,66,LB
66,62,64,45,67,65,GK
66,62,69,59,63,74,ST
61,64,74,62,66,76,RM
41,54,69,62,61,59,RB
35,51,82,67,56,62,CB
49,59,69,62,63,76,LB
57,61,63,62,64,73,CDM
31,55,81,57,64,64,LWB
32,53,71,65,52,72,CB
54,64,74,59,64,69,RB
66,58,73,30,67,43,ST
64,59,72,25,64,69,ST
36,38,46,65,39,82,CB
63,67,67,50,67,64,CAM
24,46,69,64,48,74,CB
37,56,80,60,63,65,LB
48,61,63,63,57,64,LB
59,56,89,31,65,65,RW
25,39,57,66,39,71,CB
62,55,73,31,65,61,ST
65,49,59,29,60,78,ST
60,63,67,58,63,66,RM
45,58,75,60,60,71,RB
52,65,72,41,70,49,RM
46,62,64,63,63,53,LM
18,39,43,66,37,75,CB
50,60,54,62,67,69,CDM
61,61,79,21,67,62,RM
37,46,69,63,50,81,CB
62,60,64,27,69,66,GK
35,58,80,59,66,64,LWB
31,46,64,64,59,62,RB
58,62,37,63,60,69,CB
61,57,86,48,67,62,RM
60,64,33,65,60,65,CDM
35,57,74,63,61,61,RB
63,60,81,41,65,60,CF
54,57,63,62,65,75,CDM
27,40,79,65,38,72,CB
29,34,53,64,44,73,CB
47,59,91,55,64,67,LB
65,61,65,44,66,67,GK
65,47,65,27,64,52,ST
43,52,73,60,63,68,RB
32,48,67,66,49,70,CB
32,57,70,60,61,56,RB
35,54,68,62,62,68,LB
64,52,90,23,72,52,LW
60,64,66,59,66,72,CDM
66,54,56,22,64,61,ST
22,44,54,65,40,65,CB
44,50,75,61,61,55,RB
60,62,68,36,69,52,RM
26,47,49,65,42,67,CB
63,58,65,59,64,65,GK
61,64,54,55,64,69,CM
45,60,68,65,62,68,CB
34,48,58,64,55,76,CB
47,59,70,59,61,69,RB
58,55,78,43,66,64,RM
44,56,62,61,65,67,CDM
61,67,66,34,65,65,GK
31,47,58,67,57,65,CB
56,63,72,37,68,60,CAM
49,59,72,57,62,58,RWB
51,58,77,59,62,67,LWB
64,64,66,42,66,66,GK
56,60,71,38,68,61,GK
61,63,65,51,66,61,RM
46,54,52,62,55,73,CB
58,67,43,63,68,64,CM
66,59,73,41,66,78,ST
62,65,62,58,68,68,CAM
61,62,72,35,66,64,CAM
52,63,69,63,69,44,CAM
52,60,71,62,62,62,LB
42,60,57,61,51,78,CDM
64,59,73,23,66,57,RM
29,54,72,62,59,62,RB
37,43,68,66,54,65,CB
63,62,63,32,66,67,GK
58,62,74,23,64,50,LM
40,51,43,64,56,80,CB
42,51,60,65,54,70,CB
58,64,65,64,60,67,CDM
63,59,83,39,67,72,RM
63,59,80,29,69,39,CAM
48,63,78,41,72,52,RM
40,44,72,65,58,67,CB
62,62,73,31,66,56,CAM
66,56,47,36,59,68,ST
65,47,66,26,64,65,ST
31,52,78,60,62,56,RB
49,69,38,56,69,61,CM
64,56,84,39,64,61,RM
47,62,63,66,67,71,CDM
30,51,69,63,59,59,RB
32,44,44,64,44,80,CB
57,60,68,28,72,60,CAM
32,48,72,65,56,71,CB
58,62,78,59,66,70,RB
47,61,79,28,60,60,RM
65,47,74,20,66,52,ST
63,58,74,39,67,72,RM
71,63,64,44,68,67,RM
64,58,77,34,70,51,LM
45,64,61,61,62,65,LB
29,53,71,60,52,69,RB
69,55,52,32,61,68,ST
44,58,68,62,64,72,LWB
45,56,71,64,62,66,RB
38,56,71,60,64,69,RB
61,64,65,55,65,65,CM
55,64,63,53,70,51,CAM
63,62,67,29,66,65,GK
56,54,66,64,62,70,CDM
63,47,64,27,56,67,ST
42,59,63,61,66,52,RB
33,51,64,64,51,70,CB
29,46,58,65,54,68,CB
39,56,74,61,67,66,RWB
58,59,79,22,76,60,CAM
62,63,63,58,65,73,CM
59,61,70,62,63,72,CDM
42,54,74,57,54,75,RB
60,61,83,40,65,66,LM
64,57,68,47,68,63,GK
45,60,75,60,64,67,LB
52,61,47,63,59,71,CDM
63,63,68,46,65,71,CAM
60,63,65,31,70,56,CAM
62,47,64,34,60,76,ST
32,48,58,65,42,75,CB
33,54,70,64,57,76,CB
31,44,54,66,40,72,CB
26,36,62,66,38,75,CB
56,60,74,36,73,52,CAM
59,65,53,46,74,61,CM
36,56,62,61,59,68,CDM
56,60,66,61,62,73,CB
52,60,48,62,57,76,CB
63,60,74,27,68,58,CAM
63,65,59,61,64,71,CM
35,63,32,64,58,76,CB
32,46,55,65,47,70,CB
61,58,77,36,71,42,LM
31,40,54,64,41,73,CB
52,60,66,59,74,63,RM
57,67,70,62,68,63,RM
62,63,71,61,65,63,CDM
62,62,73,45,66,63,CAM
55,61,68,62,66,67,CDM
60,59,75,23,69,52,CAM
64,51,70,31,60,79,ST
62,62,72,51,70,59,LW
48,58,53,66,59,68,CB
56,60,82,45,68,43,CAM
46,53,55,64,52,79,CB
58,61,80,33,65,42,RW
36,49,66,64,50,71,CB
62,55,81,24,67,72,ST
59,63,70,61,66,70,CAM
39,55,60,63,53,75,CB
64,59,60,60,63,69,CM
43,58,64,60,57,70,CDM
56,65,80,54,65,65,LM
57,56,87,57,64,68,LB
66,49,74,25,65,69,ST
59,64,72,63,65,68,CM
55,61,77,59,66,71,CM
29,50,58,65,52,71,CB
63,63,64,43,64,66,GK
59,61,77,39,67,68,LM
60,58,79,38,65,66,ST
56,65,69,61,63,72,LWB
63,61,72,33,72,39,CAM
58,60,70,62,65,79,CDM
64,76,66,41,68,59,GK
53,59,71,61,62,69,RB
64,59,66,19,66,59,ST
53,56,78,59,65,68,RB
54,62,71,61,65,65,CM
60,53,85,39,68,55,RM
34,55,62,65,50,63,CB
64,66,65,46,65,65,GK
59,64,63,59,67,67,CM
64,44,71,25,60,64,ST
32,43,60,67,47,66,CB
50,47,42,64,53,73,CB
36,52,65,63,59,59,RB
31,39,60,67,44,64,CB
42,58,68,62,60,74,LB
49,60,63,56,68,72,CDM
49,62,35,64,56,74,CB
61,64,72,56,66,62,RM
44,60,75,62,60,66,RB
56,61,71,57,61,68,LWB
44,49,62,63,52,79,CB
52,62,66,62,63,72,CDM
24,37,52,65,44,71,CB
33,49,60,64,59,69,CB
54,52,34,63,47,76,CB
30,37,51,65,48,72,CB
55,70,71,33,65,66,RM
42,59,57,63,58,73,CDM
35,61,35,63,62,56,CDM
24,37,46,64,37,79,CB
66,63,70,37,67,56,ST
59,64,53,63,61,64,CDM
63,64,63,59,67,70,CM
29,43,49,63,45,77,CB
51,67,70,58,68,60,CAM
23,49,58,65,49,68,CB
66,53,65,35,63,60,ST
65,47,78,34,63,71,ST
63,52,82,43,64,66,ST
66,60,63,38,64,65,GK
35,58,67,63,63,64,CDM
35,46,50,66,41,61,CB
44,59,72,57,61,67,LWB
64,52,67,32,63,76,ST
57,62,69,62,66,72,RM
42,49,62,66,59,71,CB
35,62,60,60,59,73,CDM
61,61,63,16,69,63,GK
43,52,78,60,65,51,RB
29,38,53,65,53,73,CB
34,47,61,63,58,78,CB
43,57,62,63,60,70,CDM
66,65,74,67,68,64,CAM
35,40,56,64,44,74,CB
66,39,49,26,61,63,ST
60,66,65,59,68,66,CAM
23,41,69,64,57,69,CB
52,59,77,59,64,71,LB
33,50,52,63,54,79,CB
38,52,76,60,62,69,LWB
55,61,65,62,60,76,CDM
28,52,65,66,50,68,CB
56,58,72,59,68,68,LM
33,40,60,66,39,70,CB
66,53,63,27,63,56,ST
47,56,51,63,62,73,CDM
28,51,65,64,58,60,RB
53,56,68,33,72,51,CAM
45,59,53,64,58,69,CDM
39,48,68,64,52,77,CB
44,52,48,64,53,75,CB
62,60,67,45,67,63,GK
28,53,43,64,54,80,CB
57,61,69,61,62,74,CDM
64,59,65,24,66,63,GK
67,52,73,29,64,65,ST
53,63,77,60,69,65,CAM
51,52,70,63,49,76,CB
58,65,62,47,67,59,LM
63,61,68,42,68,47,CAM
51,58,66,66,62,57,CB
63,64,45,61,67,55,CM
37,48,46,66,51,70,CB
33,41,34,64,36,81,CB
67,52,56,22,61,74,ST
62,61,77,36,65,58,RM
63,65,68,39,66,63,GK
64,45,85,27,68,56,ST
63,59,80,36,68,59,LW
49,62,65,64,65,63,LWB
47,61,68,62,63,65,RB
56,62,73,50,66,57,CAM
51,63,71,56,68,57,LWB
60,55,76,29,65,66,ST
44,57,64,62,55,82,CB
71,52,55,23,61,55,ST
66,67,49,51,67,65,CAM
65,58,71,33,68,60,ST
55,63,72,53,68,57,CAM
64,52,63,25,63,73,ST
64,62,77,58,65,72,ST
28,44,40,65,36,77,CB
29,41,53,67,50,67,CB
48,55,74,63,61,59,LWB
32,38,67,63,40,79,CB
62,65,65,22,67,63,GK
62,49,72,19,65,52,ST
42,55,68,61,67,62,RB
39,52,59,64,54,74,CB
50,61,71,62,64,66,CDM
61,65,66,55,68,64,GK
48,67,68,59,66,57,CM
62,64,68,31,66,65,RM
42,64,64,59,60,64,CDM
48,59,76,62,63,76,RM
29,51,73,63,62,55,LB
30,56,63,65,48,71,CB
54,58,75,48,68,52,LM
58,61,53,63,66,81,CDM
25,41,58,66,41,59,CB
54,56,85,57,64,74,LB
25,40,51,63,40,74,CB
34,54,56,64,53,73,CB
59,65,73,41,68,52,CAM
31,42,58,65,41,77,CB
63,53,64,34,62,75,ST
66,59,66,39,66,69,ST
42,52,70,61,60,67,RB
35,56,71,62,63,70,RB
64,65,63,52,66,68,CAM
63,67,62,53,65,53,CAM
33,41,51,66,34,74,CB
57,63,71,58,70,69,RM
52,59,70,63,62,67,CDM
41,59,77,59,64,62,LWB
46,58,69,66,62,65,CB
57,61,68,45,71,44,CAM
60,62,78,54,67,70,RM
57,51,88,27,71,53,RM
62,61,76,30,66,53,CAM
48,57,75,59,69,63,LWB
61,63,65,25,68,65,GK
54,57,72,62,64,72,CDM
64,61,68,55,66,66,LW
43,54,51,63,54,76,CB
32,46,67,62,46,77,CB
35,52,56,63,51,75,CDM
36,47,54,65,40,69,CB
51,59,61,61,59,63,CDM
46,62,73,58,66,60,CM
39,51,75,62,62,63,RB
20,41,32,65,31,80,CB
56,57,77,59,63,67,RWB
57,60,72,60,64,63,LB
25,38,57,66,47,73,CB
47,67,68,60,66,64,CM
63,62,66,26,64,64,GK
26,41,41,64,45,68,CB
60,61,79,34,64,69,ST
46,54,65,62,55,78,CB
68,59,66,33,62,57,ST
63,65,77,54,68,66,RM
55,61,46,58,53,72,CDM
38,57,76,62,64,70,RWB
33,47,67,64,52,73,CB
50,51,74,61,59,63,LB
60,56,68,28,69,65,GK
67,61,69,62,67,73,CM
56,63,72,59,68,60,CAM
48,53,65,62,59,75,CDM
42,50,63,63,50,74,CB
64,58,76,30,69,65,RW
44,57,75,60,49,64,RB
53,57,66,60,65,67,CDM
51,64,70,35,73,62,CAM
63,63,67,46,69,65,GK
46,57,74,59,62,71,RB
33,52,63,64,52,75,CB
60,64,75,29,69,58,CAM
58,66,65,58,64,70,CAM
63,64,68,57,66,66,LM
60,56,81,28,69,59,RM
57,64,67,61,67,64,LB
60,58,81,29,69,51,CAM
44,54,75,63,63,55,CDM
49,60,72,61,65,62,LB
50,50,93,28,72,49,RM
31,58,79,57,66,68,RB
36,57,59,62,66,79,CDM
62,69,64,43,66,62,GK
63,49,77,29,59,71,ST
64,59,65,41,66,62,GK
66,58,64,30,69,64,GK
56,61,66,35,70,48,CAM
44,56,78,60,63,70,RWB
40,43,63,63,52,75,CB
29,45,65,69,52,58,CB
60,62,71,17,64,47,LW
40,55,73,61,57,59,LB
51,58,64,63,61,63,CDM
64,65,66,28,62,65,GK
56,60,79,25,67,49,LM
44,35,76,64,39,72,CB
59,63,73,40,67,62,CAM
60,61,69,38,68,51,LM
66,68,43,61,66,72,CM
60,61,71,63,64,71,CDM
51,62,73,53,67,62,RM
43,54,54,65,56,74,CB
59,66,71,57,66,70,CM
63,65,71,48,69,57,GK
64,52,65,28,61,84,ST
59,59,77,54,66,71,LM
56,60,74,59,70,74,CAM
44,57,36,64,55,76,CDM
32,39,32,67,43,69,CB
59,62,74,40,65,60,RM
58,66,70,57,68,54,CAM
66,55,67,22,72,60,CAM
40,54,68,61,59,67,LB
25,48,75,65,58,71,CB
31,46,66,65,47,70,CB
56,59,81,33,64,52,LM
58,58,80,30,70,46,RM
34,41,48,64,42,74,CB
58,65,70,45,62,70,LM
29,48,39,63,45,74,CB
26,37,65,63,42,77,CB
57,63,67,58,68,63,CAM
48,56,76,59,63,69,RB
60,59,74,48,65,74,ST
62,54,72,29,66,66,ST
46,60,70,63,62,74,CDM
68,58,68,18,70,46,CAM
55,62,79,53,68,66,RM
50,60,73,58,60,65,LB
60,59,76,29,68,48,LW
64,61,69,39,68,67,LW
48,51,72,63,47,75,CB
34,48,65,64,47,72,CB
45,58,75,62,71,55,RB
60,52,92,28,72,39,LW
59,63,63,23,69,67,GK
63,60,69,50,65,62,GK
41,53,69,63,64,59,LB
60,57,54,64,52,81,CB
52,61,81,63,68,62,CM
40,53,73,60,65,64,LB
64,49,77,24,68,59,ST
63,57,79,41,70,55,RW
68,58,52,31,66,53,ST
30,42,51,64,51,70,CB
41,59,77,57,65,66,LM
63,67,58,55,65,61,CAM
38,50,51,65,45,72,CB
36,39,61,64,40,67,CB
43,51,65,61,54,74,CB
57,67,64,60,66,65,CDM
33,52,72,60,60,71,LB
61,42,60,26,62,74,ST
57,60,87,45,64,63,RM
60,55,85,35,69,66,ST
64,55,40,35,56,74,ST
25,42,61,66,56,70,CB
58,60,68,62,64,71,LB
63,64,56,28,65,71,ST
59,60,72,61,67,57,LWB
62,50,82,29,60,70,ST
66,55,71,28,67,60,ST
60,62,73,39,66,63,LM
63,59,65,37,67,64,GK
65,56,85,21,67,62,LW
46,53,75,62,60,67,RB
45,51,37,65,54,65,CB
63,60,73,39,67,60,LM
35,56,57,62,52,68,CDM
31,42,67,65,48,69,CB
58,59,78,35,68,42,CAM
57,62,67,65,59,68,RB
53,63,61,60,66,68,CM
32,40,69,62,50,73,CB
54,65,57,55,69,62,CM
63,66,61,38,66,53,CAM
42,59,31,65,58,65,CB
59,61,76,30,68,54,CAM
29,41,42,64,38,78,CB
64,58,75,44,67,62,ST
57,61,47,60,66,73,CDM
63,68,62,48,65,67,CAM
59,60,48,62,60,75,CDM
65,63,64,47,65,63,GK
56,57,48,63,59,76,CDM
49,60,80,57,68,52,RM
43,57,86,55,63,69,LWB
42,52,66,62,57,80,CB
57,52,82,18,71,48,RW
50,58,64,65,61,64,CDM
58,58,77,44,74,53,CAM
39,57,76,58,64,67,LB
60,64,67,60,67,70,CDM
38,54,86,58,66,72,RB
25,34,70,68,42,68,CB
47,63,83,56,64,70,LB
63,71,61,32,72,59,GK
59,60,70,25,68,49,CAM
37,54,70,60,61,66,RB
26,42,52,63,52,73,CB
63,53,77,27,63,71,ST
49,57,69,60,62,73,RWB
58,57,78,29,64,53,RM
62,61,60,32,67,63,GK
59,53,81,45,68,49,RM
59,40,69,34,64,68,GK
50,60,69,58,66,62,CM
58,63,68,40,69,52,RW
27,47,66,63,58,79,CB
60,60,62,47,66,63,GK
65,52,67,26,63,56,ST
48,63,69,56,70,61,CAM
63,62,66,49,66,63,GK
57,58,65,28,68,64,GK
62,59,66,25,67,64,GK
40,52,70,63,52,74,CB
60,53,74,22,66,44,RW
56,63,72,58,65,56,RM
62,60,70,26,66,58,RW
55,58,78,43,67,58,LM
60,67,67,19,63,59,GK
62,61,64,25,65,62,GK
48,59,71,59,61,71,LB
55,56,77,52,64,71,CAM
55,62,63,57,65,67,CM
34,58,85,57,64,64,RWB
48,57,74,57,61,69,RB
37,35,35,68,43,67,CB
33,44,58,62,50,81,CB
57,62,76,52,66,60,RM
57,63,69,55,63,57,CM
47,53,48,61,45,67,CB
38,50,69,59,60,68,RB
34,43,54,68,61,52,CB
53,64,53,58,66,63,CDM
65,48,73,22,65,51,ST
39,58,53,62,63,62,CDM
63,53,74,27,64,60,ST
46,59,81,56,61,63,RWB
40,48,49,65,50,66,CB
64,59,28,36,56,75,ST
63,64,72,57,67,60,RM
56,62,66,60,66,64,CAM
23,40,60,67,37,66,CB
36,50,28,66,44,65,CB
60,57,85,55,63,67,LM
42,51,73,62,52,67,CB
62,63,66,35,64,62,GK
62,65,65,50,61,64,GK
63,58,80,24,65,56,LW
28,51,80,58,66,65,LB
43,48,74,60,61,60,RB
28,48,57,65,51,76,CB
42,53,71,65,58,68,CB
59,55,87,35,61,73,ST
60,61,76,32,67,60,CAM
31,41,62,67,41,67,CB
62,52,82,26,66,55,ST
60,61,78,40,63,47,LM
35,40,65,63,50,71,CB
49,57,67,60,64,68,CDM
47,59,74,59,65,59,LWB
34,57,65,64,60,71,CB
26,46,70,64,45,69,CB
64,60,55,29,63,63,ST
43,57,49,64,52,66,CB
46,54,87,56,53,50,LB
45,60,70,64,59,65,CDM
68,64,71,26,61,61,ST
56,60,74,36,63,59,LM
45,59,70,60,61,66,LB
53,60,82,64,67,80,CB
60,60,81,34,68,59,LM
