ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal
67,58,81,25,68,57
64,66,68,65,64,73
56,71,77,50,67,68
60,64,63,31,72,53
37,43,66,66,48,75
59,68,71,41,69,59
37,57,77,63,61,65
30,62,77,60,67,65
33,48,66,67,54,64
61,62,71,64,66,69
61,60,85,38,66,66
68,62,75,34,67,72
48,63,69,64,63,66
49,60,65,64,63,78
68,50,60,34,61,66
65,62,78,28,68,71
31,55,85,60,63,66
56,64,71,45,68,61
33,43,62,68,52,70
68,67,66,35,69,63
62,67,70,43,72,49
43,62,75,63,67,62
36,54,71,64,66,66
60,62,60,64,67,74
37,38,57,65,42,78
32,40,69,66,49,78
32,55,69,64,60,60
65,51,81,28,65,71
60,64,69,35,74,58
56,67,67,56,69,63
46,62,65,66,64,73
55,65,73,58,75,61
48,59,75,64,66,66
43,52,76,61,56,61
50,61,60,66,66,68
30,48,67,64,52,78
43,66,47,63,71,57
65,63,66,34,69,64
66,68,67,47,68,65
35,48,61,67,50,69
64,61,76,45,69,65
66,68,70,51,65,66
60,40,61,37,67,77
66,50,65,22,66,67
42,54,67,63,63,56
31,54,76,60,64,66
69,58,63,32,62,73
60,61,82,49,68,71
44,53,70,64,63,69
63,65,71,57,68,67
33,38,65,66,46,78
63,68,66,32,68,56
63,41,73,21,62,70
55,63,75,60,66,73
58,63,90,40,68,47
48,66,56,62,65,59
46,52,34,62,49,75
37,58,63,64,57,74
38,52,53,67,44,67
63,66,63,55,67,66
69,46,64,29,65,58
62,54,88,21,72,57
53,57,76,62,64,64
64,64,66,42,68,64
66,66,73,61,67,70
49,62,78,59,63,72
63,68,65,63,69,61
55,62,65,65,68,60
50,62,68,62,67,55
33,54,71,63,63,68
54,61,85,58,68,60
58,67,72,51,72,67
35,55,63,66,59,71
66,56,71,35,67,69
58,60,76,29,66,54
67,55,57,42,55,79
66,63,68,30,69,67
54,64,67,63,62,62
38,55,78,61,62,63
64,65,69,49,64,65
65,59,77,29,72,58
60,59,83,20,69,57
64,64,63,43,69,64
38,44,53,66,48,73
59,60,58,63,61,81
60,64,83,62,69,68
26,48,68,66,54,73
51,68,74,53,68,53
32,64,72,61,65,66
22,39,58,66,50,76
58,60,72,37,70,62
52,67,67,55,69,63
61,70,50,26,71,41
65,65,73,22,66,66
42,48,45,66,45,76
67,65,69,29,70,65
54,58,72,63,64,70
58,62,73,63,66,65
52,57,74,60,64,67
44,56,69,62,60,75
41,62,76,62,61,70
63,61,68,27,70,66
65,67,65,56,68,63
33,44,64,66,46,72
60,64,70,38,65,62
66,43,66,27,59,73
55,59,77,65,66,64
25,51,73,62,62,64
65,53,50,32,55,77
62,65,71,33,70,44
52,63,75,60,66,63
69,55,62,45,62,77
26,38,47,67,43,72
57,64,77,60,68,55
65,54,68,33,67,62
63,61,66,32,65,67
65,51,82,23,65,71
43,59,77,65,63,73
61,61,78,45,68,67
64,57,78,36,64,75
63,64,66,49,71,66
62,65,66,60,69,66
70,54,58,40,62,54
62,63,79,45,68,62
64,66,67,33,71,61
66,63,62,39,72,35
68,64,65,44,65,69
46,59,83,56,63,57
66,66,74,58,68,68
64,68,64,58,69,63
57,64,80,59,67,62
63,55,82,28,64,74
66,60,67,26,68,63
65,60,74,31,69,56
58,64,71,49,67,49
39,54,64,63,65,70
63,60,68,35,64,72
60,63,75,54,66,59
57,65,58,61,68,68
66,46,43,28,57,73
29,45,64,66,45,76
65,67,70,55,66,67
64,67,66,58,67,64
36,61,58,65,63,68
56,62,65,56,67,62
55,61,78,34,71,50
28,44,68,65,61,78
62,61,72,34,66,60
63,64,72,61,70,61
55,57,88,26,71,49
32,47,60,65,54,74
61,68,47,42,69,65
66,59,32,42,65,78
48,58,81,32,73,60
41,40,77,64,45,79
63,66,80,54,69,61
65,57,72,26,66,64
65,55,63,41,62,77
40,55,83,59,63,64
46,52,67,65,52,79
60,62,81,26,68,53
59,62,74,30,69,45
54,60,77,46,67,65
43,54,76,60,66,83
53,63,72,63,63,63
34,47,56,64,48,78
66,56,72,27,70,46
60,71,57,37,66,52
44,57,81,62,63,69
36,54,72,63,67,66
39,50,46,64,44,76
63,62,72,54,65,49
64,66,72,42,63,59
40,52,67,63,53,68
55,61,74,62,65,69
37,52,68,67,61,72
32,38,30,67,31,70
62,59,81,50,68,55
66,59,72,32,65,71
55,61,50,64,57,72
26,45,41,66,43,74
54,59,76,60,69,77
47,62,66,63,62,72
42,46,61,68,47,66
53,64,68,60,68,72
32,54,68,65,63,73
40,63,68,62,65,61
24,47,86,59,63,74
65,66,63,41,67,58
63,63,67,23,70,61
49,67,63,62,63,75
39,57,56,66,57,68
57,57,64,62,65,72
46,58,37,64,55,78
34,52,64,65,53,73
61,64,63,64,64,69
34,45,51,66,44,78
63,61,71,30,72,56
65,64,72,35,69,53
68,58,74,30,69,52
67,50,61,39,63,67
65,49,68,22,69,54
49,64,69,62,61,67
34,56,67,63,62,72
40,52,64,64,63,78
29,45,63,68,44,63
66,66,66,51,65,75
34,52,66,65,55,72
61,62,81,51,68,71
63,59,72,27,72,46
68,62,54,41,64,66
28,35,59,69,40,77
62,62,82,49,65,61
33,54,72,63,58,63
62,60,77,49,69,63
64,60,75,45,70,62
67,48,67,24,65,70
70,65,63,32,60,73
68,66,68,23,65,64
47,54,73,62,65,70
65,60,64,32,66,67
57,61,65,66,66,73
51,61,48,66,53,61
55,61,86,27,69,64
67,56,79,20,67,55
61,56,82,39,71,64
37,53,59,66,58,69
39,56,70,65,59,74
59,60,86,48,68,66
55,59,78,54,72,60
63,61,71,32,70,52
62,61,81,24,68,45
44,59,75,60,66,65
38,55,65,67,60,69
34,50,57,64,54,75
70,62,53,49,63,71
45,43,40,66,43,73
59,64,77,54,73,61
50,64,64,61,59,68
65,43,59,34,61,79
34,63,76,59,63,65
48,54,60,61,62,69
65,65,66,34,67,64
66,51,76,28,66,60
60,65,68,64,65,71
64,54,75,21,67,73
62,63,70,62,66,67
66,60,74,29,71,58
64,66,67,45,66,64
49,59,72,65,60,74
31,57,70,61,66,59
63,69,64,38,71,67
53,62,79,57,68,72
46,59,75,60,62,67
32,54,66,62,60,73
59,65,73,61,68,64
46,60,71,62,62,65
53,58,70,61,63,72
47,59,66,64,57,70
65,66,67,34,66,65
63,61,74,44,66,54
45,55,58,65,54,80
58,64,60,58,66,64
62,56,67,52,70,66
57,63,82,34,68,62
65,52,53,36,57,76
55,61,68,63,58,72
64,51,71,26,59,69
64,66,64,52,66,65
53,63,66,61,63,63
62,56,77,39,71,62
59,61,77,35,63,56
30,48,64,65,46,69
27,51,41,65,49,73
27,56,73,61,65,65
41,60,55,63,61,65
29,45,63,66,46,64
57,57,90,49,67,69
61,56,83,28,69,61
48,59,69,62,64,72
54,61,80,29,69,56
21,52,51,66,41,63
63,67,39,66,65,65
68,59,68,41,72,62
58,63,59,61,62,73
40,46,71,66,58,77
28,44,53,65,45,71
57,67,68,39,63,50
61,59,90,26,68,51
63,70,65,40,67,65
31,57,89,56,64,61
67,49,34,30,59,73
65,60,76,46,68,69
49,57,39,63,59,74
43,52,74,64,57,73
62,64,67,57,72,46
46,58,65,65,60,76
34,44,45,69,45,63
62,49,73,23,67,68
57,61,70,64,67,66
63,48,66,37,64,71
65,65,68,35,66,67
32,45,53,65,39,77
60,61,73,63,64,75
54,63,66,64,70,66
35,55,66,66,60,75
64,63,71,38,69,58
63,67,51,62,62,72
61,65,68,63,64,61
59,66,71,53,68,59
66,50,68,42,60,75
55,55,71,66,66,74
67,48,54,32,61,62
44,61,39,63,60,69
29,42,82,66,45,70
67,53,76,26,62,66
33,43,50,66,40,77
30,45,37,67,51,65
57,62,80,58,66,67
52,58,70,62,62,76
64,63,67,38,67,66
44,59,73,61,63,64
30,54,75,63,62,60
31,50,51,65,51,81
54,59,87,37,68,50
44,60,51,62,58,68
59,66,69,58,67,76
55,66,63,46,69,65
27,48,50,67,37,66
36,52,66,67,57,61
61,60,84,58,68,63
27,38,45,66,41,74
44,55,70,64,64,49
50,59,84,64,60,75
29,45,71,65,48,72
35,52,66,65,54,74
61,64,83,44,67,64
56,67,70,41,67,55
24,46,56,62,52,78
65,53,89,25,65,58
40,59,83,58,65,64
66,65,81,56,69,48
43,56,70,62,63,73
59,64,67,62,65,79
30,52,72,67,53,66
69,39,59,28,56,83
55,62,65,64,63,64
52,59,79,57,60,69
34,42,29,65,39,80
38,55,78,63,63,75
59,65,57,58,66,70
28,41,82,65,49,78
56,60,68,64,59,69
64,51,71,27,66,74
48,58,64,67,58,70
30,49,55,68,50,68
52,56,65,67,47,69
50,60,47,63,58,79
41,50,66,63,50,78
33,49,57,66,45,71
62,60,81,30,69,59
37,59,80,55,69,60
66,52,40,23,62,79
60,67,63,57,68,59
54,65,68,51,70,51
66,64,60,61,66,67
63,56,78,22,64,79
61,61,74,47,67,68
54,59,57,56,67,76
41,59,78,60,65,74
58,57,91,56,65,61
64,63,73,39,66,57
48,63,61,61,56,73
66,51,69,25,66,62
65,69,63,61,65,67
60,64,58,63,69,58
70,52,34,31,56,64
51,53,48,64,49,86
50,61,71,61,61,66
67,58,68,33,63,72
57,62,66,64,66,68
66,49,75,35,67,59
26,46,47,66,39,74
37,49,61,66,45,70
27,54,61,66,55,71
38,43,71,65,52,71
63,69,67,47,68,66
54,62,65,65,66,68
59,68,66,52,67,60
64,66,65,47,67,65
37,56,90,60,59,73
62,64,67,31,67,64
31,45,73,66,54,70
46,56,64,65,55,71
50,61,72,63,68,50
65,63,73,25,67,52
69,57,64,38,62,69
47,62,66,61,64,70
36,58,67,64,63,67
57,66,68,57,70,60
55,60,82,58,65,69
25,55,57,66,56,70
52,64,65,62,61,76
27,55,76,60,61,71
66,44,58,32,61,68
57,65,70,65,68,70
63,65,67,41,71,64
64,63,66,57,66,65
52,55,82,60,66,58
57,60,88,41,67,63
64,54,80,21,69,59
40,56,71,62,61,70
67,54,55,22,68,58
46,58,67,63,62,67
64,58,86,30,70,46
62,67,66,56,68,63
65,64,68,61,69,70
63,52,79,22,65,61
49,61,69,64,60,67
36,42,68,65,49,83
67,67,66,45,66,65
42,58,64,62,63,67
68,55,76,26,63,67
59,65,53,63,66,64
56,64,79,32,71,43
31,53,66,64,45,78
34,44,58,65,47,79
78,56,73,39,68,51
47,60,54,63,64,68
38,58,71,61,63,62
63,66,64,25,71,66
58,59,73,26,69,54
38,48,50,65,51,76
61,66,53,61,67,48
65,70,64,47,68,66
63,50,73,21,68,63
43,61,58,64,62,67
62,63,73,51,68,66
65,65,66,60,68,52
51,61,75,34,73,45
55,61,82,43,65,68
56,67,75,44,70,43
37,53,47,64,51,78
65,66,66,45,66,66
69,44,62,20,62,60
31,56,78,64,59,72
64,60,74,21,68,65
45,54,82,60,71,59
56,57,57,62,61,70
28,49,63,65,40,71
40,53,58,68,54,68
61,56,92,55,65,65
64,60,76,25,65,69
64,58,66,30,68,66
63,61,77,45,68,58
47,52,58,64,49,80
61,58,83,25,71,50
52,69,68,56,67,66
36,49,67,64,55,77
63,63,66,46,67,64
54,62,48,65,63,65
26,46,54,66,46,71
70,51,74,32,65,61
60,57,73,63,61,71
35,52,74,62,62,58
58,62,68,61,63,70
64,50,75,41,66,71
55,60,75,64,67,66
67,51,63,32,64,74
63,65,68,56,70,62
65,61,73,29,67,61
63,77,65,43,66,66
65,65,64,44,68,66
34,42,55,69,43,63
63,68,75,42,68,60
57,56,86,31,70,54
64,60,68,42,67,66
23,44,53,67,53,75
33,54,67,67,61,61
66,53,62,39,60,78
63,68,67,23,66,66
59,60,89,54,67,66
36,50,69,68,54,65
64,59,80,23,69,46
40,55,68,64,57,73
44,57,73,62,57,54
63,65,66,65,67,72
61,56,91,32,71,49
49,61,73,63,63,72
60,59,86,24,66,58
58,65,67,36,71,41
67,63,64,36,66,68
65,65,67,35,68,63
59,63,75,63,66,67
65,67,69,24,68,65
35,50,69,64,59,74
47,60,73,61,60,70
48,62,66,60,62,68
58,59,74,27,70,49
53,64,73,56,68,66
67,67,56,37,67,57
47,55,68,62,64,74
57,59,75,31,71,57
49,58,88,36,65,63
30,48,65,66,51,72
65,64,64,65,62,77
40,49,53,61,49,86
61,62,64,60,68,73
26,38,62,65,41,67
51,61,76,58,68,66
55,62,44,64,66,75
67,64,72,40,68,66
65,59,78,47,62,82
58,63,72,66,66,63
53,58,62,66,60,73
61,63,67,61,64,67
62,67,61,55,68,65
62,58,73,27,71,60
60,61,73,64,68,80
67,63,67,45,66,45
44,57,73,61,62,73
66,50,51,29,63,70
62,64,67,33,67,66
44,56,80,58,61,69
54,60,76,63,66,70
64,65,66,55,69,70
54,63,75,30,73,39
67,52,70,28,62,62
64,64,75,38,68,61
33,39,35,68,39,72
50,59,83,59,64,68
59,64,75,43,67,55
54,63,64,56,63,67
68,59,67,30,62,72
64,60,67,44,69,64
64,57,68,33,67,67
45,59,70,62,65,66
55,68,46,65,62,73
61,58,69,28,69,60
50,61,55,64,61,65
66,64,67,39,66,66
60,60,80,33,68,63
23,45,63,65,48,71
52,60,69,64,62,78
50,64,54,63,60,68
44,49,70,65,58,69
58,65,72,56,70,59
68,43,65,27,63,55
25,49,64,67,60,72
63,62,72,46,68,61
43,57,60,65,60,71
65,67,62,59,68,65
67,61,64,46,67,64
46,59,74,62,66,67
61,61,82,28,68,61
49,60,72,61,63,74
43,59,68,63,62,68
46,59,71,60,63,73
71,49,53,25,56,59
63,60,79,34,73,57
60,61,73,61,58,71
41,53,58,65,58,77
44,57,79,61,62,68
41,64,69,61,68,70
62,57,76,28,72,51
62,47,75,38,66,75
53,58,66,64,65,69
59,60,80,54,65,66
65,57,75,34,64,72
52,61,64,63,61,78
30,34,36,67,50,76
49,68,63,47,71,43
57,57,83,63,62,66
46,62,69,61,62,66
62,62,67,30,68,66
40,51,74,66,58,71
59,58,81,44,67,66
60,58,65,65,65,67
66,46,51,22,60,65
46,59,88,61,63,71
62,58,78,43,69,70
63,60,73,22,69,47
68,52,43,30,67,73
52,65,76,57,68,64
67,43,73,29,61,76
62,65,74,44,70,59
55,63,75,62,66,64
56,67,66,58,64,60
32,52,75,63,65,49
64,58,75,23,70,62
43,59,62,65,61,72
61,59,88,32,67,65
28,43,61,64,46,74
65,63,78,33,65,57
59,66,68,39,70,62
42,58,65,63,60,78
57,58,84,27,76,65
67,58,62,28,64,70
50,61,63,65,61,64
61,64,67,65,66,68
47,60,62,67,57,66
62,61,68,47,69,63
33,52,55,67,48,68
30,47,60,64,54,74
42,48,60,65,48,74
37,46,44,64,48,82
38,53,59,65,58,72
41,58,59,65,58,69
39,52,76,63,59,73
55,65,75,60,71,58
64,59,66,23,71,64
64,65,65,45,66,67
65,56,74,33,70,59
42,51,51,66,45,66
60,57,87,24,68,58
26,54,73,62,52,56
69,60,66,39,65,64
62,64,75,54,69,49
63,63,74,33,70,60
46,61,60,66,64,78
51,54,70,63,66,68
62,62,77,30,66,52
28,50,76,62,68,62
52,61,61,63,61,72
33,53,72,62,62,59
50,61,66,63,65,68
42,61,64,62,59,66
51,60,64,64,61,66
54,63,66,64,66,67
64,65,65,31,68,63
33,54,70,66,57,66
34,58,77,58,64,71
24,48,62,66,45,69
65,61,68,41,67,64
67,66,66,52,67,63
62,53,82,31,73,61
30,48,57,66,44,71
66,50,77,23,66,62
59,60,81,31,71,48
46,56,80,60,63,68
32,56,73,62,60,60
67,65,70,39,66,69
63,68,67,37,68,46
64,63,72,41,67,62
64,67,54,58,65,68
50,55,67,66,64,68
51,54,70,62,58,68
65,53,73,26,65,70
63,63,62,55,70,65
26,43,49,66,46,75
67,56,74,29,70,66
61,57,70,26,70,66
59,63,69,25,70,50
50,60,66,60,66,65
35,54,71,62,60,77
33,48,76,64,62,79
52,64,68,62,64,67
57,60,68,62,66,66
40,52,75,62,63,71
59,63,76,43,66,55
62,68,64,60,68,57
66,57,72,27,69,65
58,54,92,35,70,65
51,57,63,66,61,71
62,60,80,46,69,72
70,61,71,30,66,53
47,55,79,59,61,64
66,56,71,37,68,62
66,58,72,44,67,73
50,58,51,64,58,86
68,56,45,43,58,76
64,60,81,40,69,58
51,63,63,64,62,72
46,59,61,66,63,66
35,49,62,65,49,72
32,42,53,67,46,70
65,64,68,28,68,66
53,59,85,57,68,68
64,57,78,42,62,73
66,62,76,42,68,66
66,51,83,22,71,54
53,58,72,26,70,59
63,63,67,63,66,70
46,55,62,62,51,68
64,60,67,35,66,65
51,63,66,64,63,68
65,66,67,42,67,66
41,54,65,65,57,76
58,63,64,62,66,62
65,54,67,21,65,57
54,64,67,44,72,41
60,64,82,51,72,49
41,41,68,65,45,75
35,51,70,63,66,68
33,46,70,64,50,78
61,66,67,59,65,63
55,58,86,50,61,65
63,51,64,42,56,70
66,64,66,26,69,64
62,58,79,26,68,65
61,62,72,48,68,63
63,60,67,35,68,63
59,61,73,40,70,47
30,45,50,64,57,75
63,62,65,44,68,65
66,60,68,25,66,66
40,57,77,62,69,59
67,45,45,35,61,66
65,49,72,33,64,66
59,69,54,65,61,70
62,59,69,30,68,64
46,63,68,63,64,68
52,65,65,63,67,69
40,54,74,62,62,75
32,61,72,61,64,60
58,59,79,39,69,63
34,46,80,61,60,65
52,59,71,62,71,70
64,63,69,44,68,63
36,58,67,61,62,74
29,38,34,66,42,76
45,60,58,64,63,70
63,65,67,52,70,63
28,41,58,66,49,72
47,59,78,61,64,65
65,58,75,34,66,73
64,68,70,57,68,66
63,63,70,59,69,63
58,61,75,34,64,57
61,63,77,30,71,43
63,52,78,29,70,67
53,59,59,65,64,70
50,57,72,59,66,69
34,43,48,67,43,70
67,54,64,46,65,77
62,55,72,62,63,77
38,46,42,64,41,76
44,52,61,66,62,70
38,60,73,62,64,67
65,52,69,24,64,66
58,58,90,53,62,75
56,59,52,65,58,66
54,50,79,62,62,86
38,34,70,67,39,71
68,50,75,23,64,60
32,56,71,63,65,72
24,48,65,65,40,72
66,59,68,34,68,61
65,51,68,30,65,63
65,69,65,48,67,65
47,53,67,62,70,58
68,47,71,29,65,65
65,68,51,48,68,39
67,52,54,25,63,59
38,52,90,55,65,56
64,68,75,52,71,58
47,55,66,67,62,63
61,59,81,22,69,58
66,46,57,30,61,74
67,65,62,33,66,70
64,55,77,32,65,68
64,58,90,30,69,52
48,62,60,66,66,71
66,58,78,26,67,64
50,56,66,65,64,67
29,54,41,66,39,75
29,49,63,66,47,70
63,61,81,39,69,67
45,58,55,63,61,71
63,65,73,48,67,60
62,59,69,64,61,78
56,59,81,59,67,59
39,60,52,67,43,69
66,66,64,33,66,64
34,61,65,63,67,65
45,58,71,62,65,66
37,53,43,68,50,73
42,57,51,69,58,71
49,58,67,66,63,72
35,56,55,65,49,73
60,68,61,34,69,50
64,60,73,42,68,70
37,40,59,69,38,71
53,69,70,42,73,42
45,52,80,61,59,65
67,44,69,23,65,52
53,56,85,55,69,70
55,62,76,43,72,51
48,53,64,67,64,69
64,65,83,45,68,57
62,64,71,42,70,50
65,56,72,26,70,56
62,63,63,46,68,50
58,63,71,41,69,54
40,57,59,66,44,73
58,68,70,56,71,62
59,65,78,57,67,67
51,59,69,63,63,66
60,58,79,28,71,47
30,50,61,65,42,64
63,63,66,34,65,67
45,59,76,62,64,66
67,54,58,32,62,69
27,40,57,66,45,70
30,39,40,66,41,77
67,62,73,58,67,68
61,68,60,33,69,43
63,61,71,41,69,63
55,59,86,46,70,57
66,43,71,29,66,69
54,66,73,61,64,51
66,66,67,45,67,63
60,52,75,21,68,65
62,62,76,32,70,38
63,65,73,48,67,68
62,53,76,29,68,79
55,58,74,62,66,72
66,61,72,39,69,62
33,55,72,61,64,74
61,61,78,48,66,68
35,58,81,61,65,56
57,61,75,60,67,58
44,60,64,63,66,69
56,56,90,39,66,54
55,66,65,58,65,71
56,63,56,64,62,65
47,59,61,64,61,73
60,66,66,41,71,57
63,55,68,67,64,61
42,52,67,65,57,66
50,51,46,65,50,72
49,63,67,66,67,69
48,54,64,64,56,80
41,56,65,64,58,75
50,57,55,66,60,72
58,54,68,38,69,71
56,64,76,55,72,53
65,60,80,39,66,64
51,63,64,61,62,71
66,48,77,22,64,72
32,48,35,65,37,84
67,58,73,31,68,61
38,56,75,61,66,60
41,63,58,60,59,57
64,54,77,22,70,56
66,70,64,35,64,67
61,68,66,35,69,38
65,46,72,37,64,64
65,63,66,41,67,65
60,61,80,26,68,47
63,60,65,29,70,66
63,54,82,22,71,56
51,64,69,57,73,64
67,64,50,44,68,78
64,49,79,35,70,60
63,50,61,27,63,82
51,61,83,57,64,66
61,67,63,59,65,68
62,60,86,29,66,45
65,64,68,52,65,66
52,55,55,65,51,74
62,56,79,28,65,69
52,68,52,64,68,65
61,60,80,27,67,62
49,64,69,65,56,64
58,67,77,40,67,56
35,56,43,67,55,73
57,58,87,59,65,67
62,61,68,39,70,63
62,59,81,37,70,68
60,56,83,29,71,50
42,56,76,61,65,62
72,54,67,23,65,57
65,64,71,56,70,65
61,59,79,46,66,63
58,57,62,64,64,72
54,61,79,61,68,70
39,49,71,62,66,63
68,72,54,55,67,48
29,43,48,66,45,75
59,64,85,53,74,63
62,57,76,40,70,53
26,41,61,67,52,68
67,63,65,26,67,62
57,60,62,60,65,58
55,64,71,61,69,72
64,50,68,35,67,67
61,67,67,50,68,60
64,67,65,62,64,61
46,58,66,66,58,71
64,63,65,24,67,65
71,53,33,34,61,67
67,46,70,36,58,83
32,45,49,69,47,59
60,61,76,62,67,78
36,59,67,62,58,77
42,48,63,68,51,70
55,58,85,23,70,43
59,64,52,65,64,72
57,62,80,30,68,63
55,56,80,61,62,79
62,57,83,23,68,55
63,66,63,54,71,58
57,73,44,27,65,57
61,66,73,60,64,67
55,57,60,64,57,70
33,47,61,66,45,66
47,56,52,63,59,79
68,65,72,35,67,72
37,56,79,61,65,56
65,60,68,42,69,62
67,62,75,38,68,65
63,47,71,33,59,67
46,48,52,66,53,71
58,65,58,59,71,62
61,60,86,28,70,64
64,68,60,50,67,59
63,56,83,41,71,55
33,49,71,67,56,68
43,54,71,65,60,75
41,49,61,67,53,73
58,57,60,62,58,79
34,48,59,67,49,64
38,55,70,63,59,59
63,61,67,41,68,66
65,48,70,23,66,57
56,56,84,57,66,59
65,57,73,36,59,82
26,49,68,62,56,49
58,57,82,28,72,45
66,55,75,39,64,70
45,59,63,66,60,73
29,44,75,65,51,74
62,60,81,46,67,54
30,58,76,61,67,69
53,61,78,60,66,73
66,65,68,32,67,65
64,53,67,28,62,68
31,47,52,68,48,69
63,61,79,41,68,58
28,39,69,67,47,70
56,65,73,39,67,55
65,69,58,48,65,58
29,50,60,68,34,74
48,54,45,65,44,75
52,59,74,61,66,73
58,59,79,32,67,67
57,70,39,58,62,69
54,62,83,57,64,65
50,59,58,64,58,74
63,61,81,64,67,78
40,53,57,66,53,70
60,60,78,40,69,56
46,65,54,60,65,69
29,62,63,65,62,68
65,62,67,44,69,65
43,58,65,64,61,74
56,58,78,54,64,75
43,61,33,65,56,74
37,59,61,65,59,72
58,60,78,34,68,66
55,59,55,65,59,74
67,46,65,20,66,57
32,56,71,61,58,59
28,53,79,65,57,73
43,57,76,60,60,74
61,66,74,63,68,70
29,47,70,63,54,69
46,61,62,63,62,60
52,60,78,60,65,64
34,37,37,64,39,80
67,59,75,27,65,64
34,56,67,65,61,70
64,66,71,49,69,67
62,65,69,45,69,68
59,65,75,64,66,72
65,65,68,46,66,65
60,66,65,61,66,72
43,50,79,66,55,70
55,64,65,61,66,61
67,66,67,32,68,66
68,54,75,23,70,48
32,45,50,64,44,78
65,65,66,43,67,64
64,65,66,49,66,68
63,62,67,36,68,65
45,52,46,66,54,83
47,57,58,62,58,74
66,63,77,56,66,68
54,63,60,65,63,72
63,59,72,24,68,62
67,53,70,24,68,49
64,61,68,34,68,68
64,54,66,36,67,67
40,52,55,64,52,81
58,58,74,33,67,67
35,56,60,67,64,67
33,42,37,64,39,78
62,60,78,32,71,50
50,62,74,50,66,71
60,61,89,51,67,61
43,56,55,64,56,77
67,52,61,28,64,68
58,63,71,44,68,63
56,59,69,62,57,79
33,45,51,67,38,71
40,55,69,66,62,61
62,68,68,52,68,73
32,58,66,64,61,69
67,46,62,21,62,65
46,60,52,62,55,83
42,55,37,65,55,77
54,59,80,40,72,50
67,42,65,29,62,73
67,53,69,26,59,67
65,61,72,54,66,74
59,68,66,52,70,61
52,55,67,64,62,75
58,57,69,63,63,70
29,41,56,65,48,76
63,69,64,44,68,67
57,63,70,63,67,69
44,56,78,63,58,70
55,61,86,21,69,52
29,39,50,65,43,72
29,57,79,61,56,64
28,47,44,66,33,75
58,57,82,32,73,53
70,58,65,44,64,68
68,47,66,33,70,57
61,55,87,24,69,58
67,40,69,27,65,70
26,41,53,65,51,73
64,64,74,52,67,66
61,60,82,29,68,57
51,67,69,58,68,66
58,64,81,34,67,52
32,56,58,64,54,73
54,65,72,63,69,65
66,48,82,20,60,70
42,54,70,65,55,75
25,47,52,67,46,70
60,66,68,53,69,61
65,63,67,42,69,68
41,50,61,65,54,73
50,64,74,52,68,62
54,60,78,61,63,63
60,62,78,59,69,67
60,57,92,34,72,55
64,64,65,49,66,65
67,49,64,24,63,56
61,64,53,64,59,69
52,62,69,63,65,68
65,67,62,46,69,62
54,63,68,62,63,74
66,57,68,43,60,71
62,64,75,57,67,62
49,64,63,64,63,59
66,59,68,23,69,58
27,34,53,65,36,80
28,56,70,66,60,70
40,47,71,64,59,58
54,58,54,66,58,74
56,69,73,38,73,50
43,50,75,63,59,71
63,65,73,26,67,53
29,38,54,65,48,73
67,50,71,23,71,58
60,66,60,58,67,73
54,57,62,66,63,67
36,48,62,66,55,71
30,43,61,68,46,67
29,47,63,66,43,67
64,59,77,40,67,71
61,57,84,29,67,56
63,65,65,27,67,66
28,43,51,66,45,76
37,47,68,65,59,68
67,64,61,26,68,60
70,63,64,27,65,63
31,33,58,68,49,66
60,64,66,64,66,65
50,55,66,63,57,80
57,60,81,62,66,69
59,63,64,52,68,52
65,47,75,24,67,63
65,56,80,20,71,50
35,54,66,66,55,66
33,54,62,66,52,72
60,65,68,48,65,68
43,64,67,65,64,70
40,56,70,65,62,67
47,59,54,64,62,80
44,58,72,61,57,63
57,62,46,65,55,71
62,63,52,67,64,70
44,57,65,69,62,64
52,59,65,66,61,68
31,50,75,66,59,66
34,52,69,67,50,65
48,57,68,64,59,71
49,56,74,63,63,71
43,56,82,60,56,77
64,61,65,46,70,66
64,65,70,30,69,50
66,65,63,39,67,63
67,63,68,25,70,41
68,50,64,27,58,78
56,66,61,59,67,66
50,52,55,67,56,67
63,62,66,34,69,62
63,63,68,32,68,64
58,60,81,30,68,52
60,54,76,21,71,49
31,45,48,65,44,80
60,59,81,45,64,62
58,60,74,35,67,68
62,65,65,43,68,65
32,44,45,67,49,68
47,60,82,61,62,62
23,49,65,68,45,59
46,63,80,58,65,64
63,64,67,27,67,65
27,47,52,65,47,73
64,51,81,24,66,63
66,41,83,26,65,80
63,60,83,31,71,61
56,63,70,57,70,57
57,70,73,62,62,62
64,56,78,26,67,67
68,67,66,32,67,64
62,64,72,57,68,72
37,53,57,66,56,72
65,62,66,43,64,68
64,58,65,27,67,67
50,58,75,59,57,69
63,59,68,36,67,65
47,59,70,62,60,63
63,57,77,47,61,80
67,57,56,31,57,63
60,63,64,62,63,76
27,40,53,66,45,75
65,60,84,35,67,50
67,53,78,24,70,50
65,64,64,43,64,67
63,68,75,48,67,57
66,64,68,25,65,65
59,61,76,30,71,57
52,61,54,63,59,69
62,64,76,58,69,65
62,57,81,33,69,63
47,57,62,61,64,81
28,41,62,66,48,75
48,58,74,62,62,75
63,62,72,59,67,62
41,58,59,64,60,73
53,63,68,64,65,71
34,53,44,65,59,76
59,57,88,60,70,62
59,61,69,61,67,77
43,58,66,64,60,76
60,61,74,62,66,56
